Var1,Var2,Var3,Var4,Var5,Var6
9999.92,10408.08,111.930178679761,116.498757401384,111.497745501972,116.048673889807
13767.04,14328.96,131.788771953487,137.167905502609,130.359629745816,135.680430959931
17038.28,17733.72,146.360182896978,152.334067913181,145.272833464114,151.202336870813
14840.14,15445.86,136.271231453446,141.833322533178,135.899036266576,141.445935706028
18944.38,19717.62,154.418523860482,160.721320752747,153.102133899517,159.351200589293
22680.14,23605.86,168.630520050338,175.51339841974,167.834475203735,174.684861946744
20644.68,21487.32,161.070463217223,167.644767838334,159.945900085311,166.474304170426
