Var1,Var2,Var3,Var4,Var5,Var6
10152.98,10255.02,113.64339570037,114.785540380776,113.20434364741,114.342075744369
13977.76,14118.24,133.805947034408,135.150730421688,132.354930201109,133.685130504638
17299.07,17472.93,148.600389778054,150.093861032105,147.496397241626,148.978773093301
15067.285,15218.715,138.357015608345,139.747538378279,137.979123556371,139.365848416234
19234.345,19427.655,156.782072695081,158.357771918148,155.445533908183,157.007800580627
23027.285,23258.715,171.211599438864,172.932319031214,170.403370232363,172.115966918116
20960.67,21171.33,163.535827450139,165.179403605417,162.394051617229,164.026152638508
