Var1,Var2,Var3,Var4,Var5,Var6
10101.96,10306.04,113.072323360167,115.356612720978,112.635477598931,114.910941792848
13907.52,14188.48,133.133555340767,135.823122115328,131.689830049345,134.350230656402
17212.14,17559.86,147.853654151029,150.84059665913,146.755209315789,149.719961019138
15003.45,15306.55,137.700359055144,140.482184490601,137.356468848542,140.131347007098
19080.75,20059.25,156.728366498086,159.89459612431,155.846361192053,158.994772529267
22915.53,23378.47,170.365413430156,173.807138953998,169.562554339047,172.98806048731
20858.31,21279.69,162.711599656552,165.998702679917,161.603781436981,164.868504294294
